score	review	y
5	CKD는 다소 생소한 브랜드라 망설이다가 후기가 워낙 좋아서 믿고 주문해봤습니다. 로사세아 피부라 유기자차는 아무래도 자극이 될 것 같아 무기자차를 주로 사용하는데, 요즘처럼 고온다습한 장마철에 자외선차단제 바르고 피부화장까지 하려니 너무 답답하더라구요. 이 제품은 틴티드 모이스쳐라이저 정도의 커버력을 겸하고 있다는 후기를 여럿 보고 호기심에 발라봤는데, 정말 자연스러운 커버가 가능합니다. 리퀴드 파운데이션이나 쿠션을 기대하시면 무조건 실망하실거구요, 그냥 마스크 안에 가볍게 사용하거나 한듯 안한듯 은은한 메이크업 용이라고 생각하시면 되겠습니다~	1
4	여름 다가오고, 피부도 너무 상하는 것 같아서 알아보니 트러블이 많고 민감성 피부인 경우에는 쿠션이랑 파데 사용을 자제하라고 하더라구요... ㅠㅠ 그래서 파데프리제품 여러가지들 따져보며 고심해본 결과 고른 제품이 ckd꺼였여요. 듀x트x 제품도 유명하긴 하지만 18-19호가 잘 맞는 제 피부톤과 비교했을때 너무 어두워 보이더라구요 ㅠㅠ 그리고 제형 면에서도 너무 꾸덕해보였어요. 반면에 ckd는 적당하게 묽은 제형이라 일단 흡수가 잘 돼요! 들뜸도 없고, 향이 거슬리지도 않습니다. 그렇기에 커버력이 떨어지는건 어쩔수 없는거겠죠 ㅠㅠ 완벽한 트러블자국 커버를 원한다면 파데를 쓰는게 맞아요...ㅎㅎ 저는 이 정도 색상에 커버와 발림성이라면 매우 만족합니다! 가격도 적당하구요. 흡수랑 발림성좋은 파데프리템 찾고 계시면 구매하세용	1
3	기본적으로 썬크림을 늘 바르는데 그 위에 파운데이션까지 바르는게 좀 답답해서 썬크림 기능이 있으면서 파운데이션 기능도 있으면서 색상이 자연스러운걸 찾다가  상품평이 좋아서 구입해 봤어요. 그런데 안타깝게도 저한테는 좀 안맞는거 같아요. 파운데이션 사용 안할수 있어서 좋긴한데 생각보다 건조해요. 처음 바를때는 매끈하게 잘 발리는데 바르자마자 건조해져서 재빠르게 펴바르지 않으면 주름이나 각질이 더 부각되는거 같아요. 야외활동 많은날이라 늘 바르는 촉촉한 제형의 썬밀크 바르고 그 위에 덧발랐는데 좀 밀리는거 같더라구요. 썬크림이나 썬밀크처럼 막 문지르면서 바르면 안될거 같아요.색상은 자연스러운거 같아요. 특별히 다크닝도 별로 없었던거 같아요. 근데 밤에 세안할때 보니 피부가 건조하긴 하더라구요.	0
5	일단 선크림 유목민이에요ㅠㅠ 파데나 쿠션의 답답함을 싫어해서 사용하지 않습니다! 커버력은 크게 중요치 않지만 자연스러운 톤보정을 원해서 어차피 발라야 하는 선크림 톤업+붉은기보정 정도 효과가 있는 제품으로 정말 이것저것 다 사용해 본 것 같아요 사실 저런 기능이 있는 선크림은 자연스러운 보정보다는 하얗게 뜨거나 지속력이 너무 떨어지거나 건조하거나 셋 중 하나인데 요 제품은 결론부터 말하면 정말 마음에 들었어용 색이나 제형이 선크림보다는 파데나 비비?에 가까운 것 같은데 피부에 답답하지 않게 발리구요 21호기준 적당히 자연스러운 보정이 됩니다 지속력도 좋구요 제약회사에서 만든 제품이니 성분도 믿고 사용해요 단점을 굳이 말하자면 커버력이 떨어지는 것 같아요 저는 홍조+기미 정도 커버만 원해서 딱 괜찮았는데 점이나 흉터 커버는 어려울 것 같아요 그리고 좀 건조한 감이 있었어요ㅠㅠ 볼이랑 입주변만 건조한 복합성인데 오후되면 약간 뜨고 각질이 올라오더라구요 구매 전 참고하세용~!	1
4	건성+민감성 피부라 코시국에 마스크 쓰고 다니기 시작하면서 원래도 잘 안 하던 피부 화장을 아예 안 하게 됐는데 최근에 마스크 규제가 완화돼서 한 번 사봤어요! 당연히 파데보다는 커버력이 낮지만 이정도면 충분히 만족하고 생각보다 촉촉해서 엄청 뜨거나 하지도 않아서 좋기는 한데 너무 손으로 막 바르면 뭉치는 건 확실히 있더라고요. 코 쪽에 살짝 끼임도 있지만 뭐 보기 싫은 정도까지도 아니고 잘 펴주면 거의 티 안나서 그냥 다녀요! 확실히 생얼보다는 화장 한 느낌인데 그렇다고 너무 화장한 느낌이 드는 건 아니어서 좋아요 :) 저는 피부가 밝은 편이라 톤업 되는건 못 느꼈지만 그래도 괜찮은 것 같아요	1
5	이 브랜드 에센스랑 크림을 잘 쓰고있어서 선크림도 좋을것 같아서 구매했어요 나온지 얼마안된거 같은데 자극없이 순하고 촉촉하니 선크림 파운데이션이 합쳐진 올커버리 크림이라 간편하게 바를수 있어서 좋았고 커버력도 좋고 발림성 지속력 모두 좋았어요 재구매 의사 있고 유통기한도 넉넉합니다 할인할때 한번 사서 써보세요.	1
5	세일 때 샀는데 너무 만족합니다! 전 이제 파운데이션 안 쓰게 되었습니다! 바르자마자 피부가 딱 이뻐졌지 뭐야!!! 추천합니다! 다음에도 세일이면 바로 여러 게 살 겁니다	1
5	평소에 피부자극에 예민한 편이라 메이크업 제품에도 엄청 까다로워야 하는데ㅠ.ㅠ  같은 피부타입을 가진 지인이 먼저 써보고 알려주었어요!! 매일 바르고 다닙니다 ㅎㅎ 성분이 순함~좋음으로 자극도 없고 발림성도 좋아요! 부드럽게 펴발라져요! 21~23호 누구나 잘어울리는 톤으로 찰떡인 제품인 것 같구요♡ 진짜 넘 넘 구매성공적인 제품으로 사랑중입니다 @.@ ♡	1
5	부쩍 잔주름이 늘어서 화장이 조금만 뭉쳐도 지저분해보이네요. 선크림과 파데를 함께 바르면 잘 두드려서 흡수시켜도 금새 겉돌아서 선과 파데가 함께 들어있는 제품을 사용해봤어요. 큰기대 없이 발랐는데 마음에 쏙 드네요. 적은 양을 짜서 얇게 얇게 펴바르면 화장한듯 아닌듯 보정ㅈ이 돼서 좋아요. 부드러운 발림성에 빠르게 스며드니 만져보면 피부가 보송해지네요. 편안하게 데일리로 바르고 다니고 있어요.	1
5	마스크에 파데 묻는 거 진짜 너무 짜증났는데 때마침 이 선크림 만나서 광명찾았어요 마스크에도 안묻어나고 지속력도 좋아서 파데프리 가능해졌다구요 ~~ 다들 이 선크림 좋은거 알아주세요 ㅠㅠㅠ	1
4	바르성은 부드럽게 바릴구요 제 피부가 건조해서인지 바르고 나면 약간의 따가움이  있긴해요  금방 사라지긴 해요  땀이 나면 마스크에 약간의 묻어남 정도 입니다 괜찮은것같아요	1
5	이거 정말 좋습니다 제가 모공도 크고 잡티가 좀 많은 편인데 피부가 아주 깔끔하게 보기 좋아졌습니다 뜨는건 코 쪽만 살짝 제가 유분감이 있어서 4시간 정도 뒤면 살짝 뜹니다!	1
5	파데프리에 아주 적절한 아이템입니다!손가락 지문 사이에 끼는 것 없이 부드럽게 잘 발려서아침에 후다닥 바르고 나가기 참 좋아요!마무리감은 끈적이지 않고 적당히 보송하게마무리 되어 여름철에도 잘 사용할 것 같습니다!색은 맑은 베이지빛이라 톤보정 잘 됩니다!	1
5	전 코에만 약간 기름이 올라오는 복합성이라 그런지 볼 부분에 요 제품 발랐을 땐 좀 건조한 느낌이에요근데 요거 바르면 아주 자연스럽게 피부 정리가 되고, 선크림 기능까지 있다보니 손이 많이 가더라구요아직도 실내에선 마스크 써야해서 알바할 때 화장 하고 가기엔 너무 피부가 갑갑한 느낌이라 파데프리 제품으로 산거였는데 나름 만족합니다.	1
5	유튜버가 추천해서 구매해 본 제품으로 노파데 화장을 위해 베이스로는 괜찮은 선크림이에요. 발림은 촉촉하게 잘 되고 컬러도 들어있어 톤보정과 톤업은 되지만 커버는 약해서 잡티나 다크써클에는 다시 한번 컨실러로 가려줘야 되는데 마스크 벗는 곳에 안 갈때는 이거 하나만 발라도 괜찮더라고요.투명 선크림 발랐을 땐 피부의 칙칙한 톤이 보정 안되지만 이 제품 바르면 어느정도는 보정이 되고 자외선 차단지수도 높아 바쁜 아침에는 이거 하나랑 컨실러로 빠르게 화장하고 나갈 수 있어 좋아요. 성분이 착해서 안심하고 사용중인데 트러블은 없지만 건성인 저한테는 살짝 건조한 느낌이 들어서 기초에 수분앰플과 수분크림으로 충분히 보습을 채운 후에 바르고 있어요. 퍼프로 두드려 바르면 컬러가 거의 안나타나는 거 같아서 손가락으로 바르는 편이 낫더라고요	1
5	일단 향이 너무 좋습니다... 프로폴리스 특유의 꼬릿꼬릿한 악취는 찾아볼 수 없고 편백나무에서 날 법한 나무의 푸릇푸릇한 향이 나서 바를 때 기분이 좋아진다고 느꼈습니다...가장 큰 장점은 푸른색 백탁이 아니라는 점입니다. 무기자차들은 그 특유의 파란색 톤업, 백탁 현상이 있는데, 씨케이디 그린프로폴리스 올커버리선은 베이지색으로 시작해서 베이지색으로 끝납니다! 그럼 너무 화장스러운 거 아닌가 싶은 생각이 들 것 같은데, 허연 가부키톤의 베이지가 아니라서 원래 피부색으로 덮어주는 느낌이라 부담 없이 사용할 수 있습니다. 그러면서도 화장하는 것처럼 붉은기는 가려주고 흉터는 좀 덮어줘서 얼굴이 화사해보여요! 겨울이라 자외선 차단 능력을 알 순 없지만 논란 후 출시된 제품에 검증까지 마쳐서 믿을 수 있는 것 같습니다.	1
5	저는 사실 파데프리를 하고싶어서 엄청 기대하고 구매했는데, 사실 선크림이 아무리 좋아도 파운데이션이랑 비슷하게 커버되는 커버력을 기대한거같아요ㅋㅋ기대한것만큼은 아니지만 , 선크림으로서는 너무너무 좋아요!! 저는 선크림은 에*미에 화이트 선크림을 몇통째 사용하고있는데, 그 선크림은 베이스바르기전에 수분베이스용을로 발라주는 용도였는데, 이 씨케이디 그린프로폴리스 올커버리 선크림은 촉촉하진 않지만 전혀 피부에 땡기지도 않고,오히려!! 더 베이스가 잘먹어요!! 그리고 정말 흐린 트러블 자국들은 조금 커버가 되는거같아요.그래도 저는 커버력을 포기할수없어서ㅋㅋ 그위에 컨실러나,쿠션을 따로 닷발라줍니다.진짜 신기한게 이 선크림을 바르고 화장 한 날은 마스크에 베이스 묻어남이 덜해요!	1
3	궁금해서 구매 했는데., 파운데이션 느낌이 강한것 같아요. 아무래도색이있다보니마스크에도많이묻고얼굴에끼임도있어요. 에센스파운데이션같은제형이에요. 부드러운파운데이션?ㅋㅋㅋㅋㅋ미백느낌의선크림을선호하는데 이제품은 그냥 좀 노래진다고 해야하나, 처음엔 약간환해지는느낌있구요.금방 스며들어서 피부톤이 밝아 보이진않아요..좀아쉬워요ㅜㅜ 기름지지않는다해서 구매했는데..악건성인데도 약간 기름진 느낌 있어요.기존사용하던타사제품으로 돌아갈것 같아요.한번쓰고안쓰고있는데 나쁘진않은데 환한피부톤을 원한다면 구지 비추에요. 자외선차단이될지잘모르겠어요.그냥 화장품 느낌..파운데이션바른것같은기분이라..어렵네요. 부드럽게 잘 발리긴해요	0
4	사실 누드톤의 톤업크림은 약한 파데 기능을 원해서 사긴 하지만 막상 발라보면 하얀색이나 핑크샥의 톤업크림과 별 차이없는 수준으로 커버력이 별로인 경우가 많아요. 그런데 이 제품은 생각보다 카버력이 있습니다.양 뺨에 특히 자잘하데 착색괸 여드름 흉터가 많은데 이걸 바르고 보니까 얼굴이 한결 깨끗해진 느낌이 듭니다. 이제껏 톤업크림 많이 사용해봤는데 커버력이 맘에 드는 콘업크림은 처음 봤어요. 물론 큰 잡티 커버는 기대하시면 안됩니다!! 제가 지성인데 발릴 때는 부드럽고 수분감 있게 발리다가 막상 다 바르고 나니까 촉촉하리라는 생각과 달리 다소 매트합니다. 초반에는 살짝 당기기까지 해서 지성인 제 피부에는 지속력이 나쁘지 않았어요. 다만 건성이신 분들은 절.대. 비추입니다. 각질 다 뜨고 난리 날듯요	1
2	이 제품에 대해서 너무 기대했나봅니다 ㅠㅠ근데 저한테는 잘 안맞네요 ㅠ너무 건조합니다.많이 건조합니다.바를때부터 뻑뻑한데무기자차라서 피부에 올라오면 기름기를 싹 다 흡수합니다.지성분들은 좋아하실지도 모르겠지만저처럼 수부지이거나, 건성이신 분들은정말 피부 찢어지는 느낌이실거에요.하얗게 각질도 부각되고, 거기다가 덧바르면 피부가 모공이 다 도드라지네요ㅠㅠ기존에 시드물 징크자차를 사용하고 있었는데그 제품이 훨씬 유분기도 있고 촉촉하네요 ㅠㅠ다시 돌아갈래요 ㅠㅠ건성이거나 저처럼 수부지이신 분들은오일이나, 크림과 함께 섞어서 바르시기를 추천드립니다.	0
5	여름에 베이스메이크업 하기는 너무 답답해서 파데프리용으로 구매해서 완전 잘 사용하고있습니다!	1
4	전 복합성피부인데 살짝 건조한거같으면서도 기초를 잘 해주면 괜찮아요. 꽤나 커버도 잘 돼서 파데프리로 추천합니다.	1
5	제가 써본 톤업 선크림 중에서는 최고에요. 톤업 선크림 단점이 다소 건조하고 허옇게 발리는 점인데 이 선크림은 촉촉하면서도 자연스러운 톤으로 발리는게 장점이에요 게다가 용기가 얇고 휴대용도 증정해줘서 여행할 때도 정말 유용해요	1
5	파운데이션같은 선크림??이네요제형도 좋구요파데프리하려고 샀는데잘 산듯 해요! 주변에 추천하고 있어요좁쌀도 안올라오고 아직 좀 더 써봐야 알겠지만일단 만족해요!	1
4	엄청 촉촉하게 발리네요. 커버력은 없고 단순 톤업 수준이에요.	1
4	바를때는 커버력이라곤 전혀 없는데? 하다가 다 바르고 보면 번들거리지 않고 어느정도 살짝 보정돼있어요. 후기보고 기대한 것 보단 덜하지만 생얼용으로 구매한거라 이정도에 만족하려구요근데 21호 피부에 목보다 어두워요ㅠㅠ 생얼보다는 살짝 화사했으면 했는데,,톤만 한톤이나 반톤 정도 업되면 좋겠어요색상이 다소 어두운게 진짜 아쉬워요ㅠㅠㅠㅠ	1
3	건조하다는 댓글 보고 구매 고민하다가 샀는데 조금 건조하긴해요ㅠㅠ기초 튼튼히 하고 발랐는데 속건조는 괜찮은데 겉으로 봤을때 매트해보였어요!매트한 피부결 원하시는 분들에게는 잘맞을것같아요!!저는 보통 촉촉해보이는 피부를 선호하는 편이라 가끔 사용할것같아요!톤은 내 피부처럼 깔끔하게 정리되구요잡티 가림은 피부톤 개선용도라서 바른후에 컨실러 사용하면 되더라구요!바를때 촉감은 전혀 건조 하지 않을것같은 재형이라서 잘발려요!!기초 탄탄히 하고 발라주면 좋을것같은제품입니다!	0
5	파데 프리가 가능하다는 수많은 리뷰들을 보고 올리브영매장에서 테스트해보고 괜찮은갓같아서 구매했어요! 저는 지성인데 부드럽게 발리는 편이지만 저한테는 촉촉하지는 않았어요 매트한건아니고 그냥 착 달라붙는 느낌 그래서 더 좋았어요. 애터미 썬크림이 베이지색 색상으로 자연스럽게 발리는데 이것도 베이지색으로 간단하게 나갈때 화장하기 귀찮을때는 이것만 바르기 괜찮을것같아여 커버력은 딱히 없지만 톤보정은 잘해주는것같아요 에스쁘아 워터스플래쉬산크림 쓰고있었는데 씨케읻 제품으로 갈아탈것같은 느낌 ㅎ 손이 잘가고 바르기도 편하고 여러모로 맘에 드는 제품이에요 다쓰면 또 살거같아요 여름에 바르기도 부담없이  편할거같아요! 정말 만족스러운 제품! 향도 딱히 거부감드는건 아니라 무난하게 사용하기 좋아요	1
5	아 정말 요즘 마스크 때문에 베이스메이크업을 꼼꼼히 하기는 귀찮고 그렇다고 안하기는 망설여 질 때 이 제품이 아주 딱입니다.  파운데이션 바르기는 부담스러울 때 주로 사용하고 있어요. 톤업크림이나 톤업 썬크림처럼 하얗게 톤업되는게 아니고 파운데이션 같은 베이지톤 크림이 자연스럽게 톤이 매끈해지는 느낌이에요. 약간 회끼 없는 비비크림 느낌입니다. 레드블레미쉬 커버 효과도 있다고 하던데 완벽히는 아니지만 어느정도 커버력도 있었어요. 처음에는 촉촉하게 발리고 약간 보송하게 마무리가 돼요. 묻어남은 당연히 있고 바르고 시간이 지나고 뭉치거나 뜨거나 더럽게 무너지지 않아서 좋았어요. 근데 많이 바르면 너무 부자연스럽고 좀 두꺼워지는 느낌?이라서 적은 양을 바르는데 이게 자외천 차단 효과가 있을지는 잘 모르겠네요.	1
5	자외선이 피부에 안좋다고 해서 처음으로 구매해본 썬크림 바른듯 티나지 않고 좋네여.추천합니다.	1
5	자주 사용하는 브랜드 제품인 그라펜 매일 그라펜 베스트셀러인 그린라인 제품만 써보다가새롭게 구매해보았는데, 아주 만족스럽네요^^	1
5	답답하지않고 수분기가 있어서 촉촉한 편이에요. 트러블은 조심해야해요 안맞으면 날 수 있어서	1
5	선크림 번들거리는 거 없이 바른 듯 안바른듯 촉촉하고 좋아서 두번째 구매 할 참에 기획상품 나와서 저렴하게 구매했어요	1
5	일단 백탁도 없는것같고 남자친구가 잘발려서 좋다고했습니다ㅎㅎ	1
3	촉촉하고요 자극도 없고 좋은것같아요 바르면 티도 조금 밖에 안나서 꾸안꾸로 딱이예요	0
3	아이가쓸것찾다가 구매한거에요 스틱제품쓰다가 쿠션 스틱보단 구션이 해프긴해도 바르기는 좀더좋아요	0
3	생각보다 좋은상품을구매한것같습니다 다음에또 이용할것같아요	0
3	백탁 심하지는 않은데 얼굴에 번들거리는 느낌으로 발리긴 함.	0
4	이 제품은 제가 사용한다기보다는 아이가 있는 집에 선물로 사 드리려고 구매했습니다~ 그리구 옆에서 사용하는 거 한번 봤어요 ㅎㅎ일단 향이 있습니다! 무향이 아니에요~~ 요점 꼭 참고하셔서 만약 이 제품을 인터넷으로 구입하실 예정이라면 시향이나 테스트 꼭 해보시길 바랍니다 ㅎㅎ 전 받으시는 분이 괜찮다 해서 구매해 드렸어요 ㅎㅎ그리고 선팩트인 만큼 촉촉합니다 ㅎㅎ 여성들이 보통 사용하는 팩트 같은 느낌보다는 더 촉촉해요~ 그리고 가볍게 잘 발립니다 ㅎㅎ 어른이랑 아이랑 같이 사용하기에 좋은 제형인 것 같습니다 ㅎㅎ일단 손에 안 묻히구 잘 사용할 수 있는 점이 마음에 들고요 ~ 여기 브랜드가 성분이 대부분 순하다고 하더라구요~ 애기 있는 집에서는 애기랑 같이 사용할 선크림이나 선팩트 찾으시면 요거 괜찮은 것 같습니다~!	1
4	선팩트는 그린핑거 제품으로 이번에 처음 써 보게 됐는데, 개인적으로 선팩트가 편하게 느껴지더라구요!!! ?? 손에 묻지도 않고 향도 거부감이 없어서 잘 사용하고 있습니다!!! ??	1
4	아이가 좋아하는 톡톡 썬크림이예요.. 야외에서 덧바를때 사용하려구 구매했는데 역시나 아이가 좋아해요^^	1
4	조금의 끈적임은 있지만 촉촉하고 향은 그린핑거의 특유의 향이 난다	1
5	선팩트 우선 너무 순해서 쓰기좋아여 피부 트러블 걱정도 없네용 ㅎㅎ	1
5	팩트제품이라 얼굴에 바르기 편하고 좋아요 햇볕강한 여름에 쓰기 좋아요	1
5	선크림 손에 끈적여서 너무싫은데 깔끔해서 좋아요 만족합니다	1
5	선물 받으신 분이 굉장히 좋아했습니다 아이들이 특히나 좋아합니다	1
